,gsis_id,ra_epa_per_play,play_count,ra_epa_total_impact,display_name,position_group
273,00-0026998,-0.08828933849510963,69,-6.091964356162564,Percy Harvin,WR
274,00-0026999,0.03472186534558885,257,8.923519393816333,Michael Oher,OL
275,00-0027001,-0.11535652279255391,1205,-139.00460996502747,Vontae Davis,DB
276,00-0027002,0.011787985248557115,2811,33.13602653369405,Clay Matthews,LB
277,00-0027004,0.12606464320575267,1765,222.50409525815346,Eric Wood,OL
278,00-0027006,-0.0004259199875607875,1214,-0.517066864898796,Kenny Britt,WR
279,00-0027008,0.00843056647052653,1675,14.121198838131937,Ziggy Hood,DL
280,00-0027010,0.02249972439343102,4748,106.82869142001047,Patrick Chung,DB
281,00-0027014,0.029921559544824693,575,17.204896738274197,Rey Maualuga,LB
282,00-0027017,-0.029602788663692755,1062,-31.438161560841706,Darius Butler,DB
283,00-0027018,-0.01618371389421938,1227,-19.85741694820718,Jairus Byrd,DB
284,00-0027022,0.0006745027293918963,1875,1.2646926176098054,Connor Barwin,LB
285,00-0027023,-0.041354579260651635,2360,-97.59680705513786,Mike Mitchell,DB
286,00-0027025,0.07193895385082394,3725,267.9726030943192,Max Unger,OL
287,00-0027027,-0.02516785107784399,2195,-55.24343311586756,Andy Levitre,OL
288,00-0027029,0.009823910379598368,2368,23.263019778888935,LeSean McCoy,RB
289,00-0027033,0.15292058547848986,661,101.0805070012818,Paul Kruger,DL
290,00-0027036,0.1927930975902083,62,11.953172050592915,William Beatty,OL
291,00-0027037,0.009249807200271926,1697,15.69692281886146,Sean Smith,DB
292,00-0027038,-0.06785595079809317,637,-43.22424065838535,Sen'Derrick Marks,DL
293,00-0027044,0.02493860378620187,2223,55.43851621672676,Michael Johnson,DL
294,00-0027050,-0.11225609678094768,260,-29.1865851630464,Deandre Levy,LB
295,00-0027053,0.08734503903104049,524,45.76880045226522,Kraig Urbik,OL
296,00-0027055,0.05862102023742472,236,13.834560776032234,Roy Miller,DL
297,00-0027057,0.056281744500600375,645,36.30172520288724,Brandon Tate,WR
298,00-0027060,-0.027733287562111353,1481,-41.07299887948691,Lardarius Webb,DB
299,00-0027061,-0.013148082982811865,3878,-50.98826580734441,Jared Cook,TE
300,00-0027064,0.07371361957953657,554,40.837345247063254,Jerraud Powers,DB
301,00-0027067,0.007120157626842842,629,4.478579147284147,Rashad Johnson,DB
302,00-0027078,-0.0024274981698811167,2165,-5.255533537792617,T.J. Lang,OL
303,00-0027081,-0.04273193535588311,3293,-140.71626312692308,Glover Quin,DB
304,00-0027089,-0.006270409557282082,235,-1.4735462459612891,Louis Murphy,WR
305,00-0027103,-0.14470503471213148,980,-141.81093401788885,Kevin Huber,SPEC
306,00-0027114,0.20615920907134058,1205,248.42184693096542,Thomas Morstead,SPEC
307,00-0027124,-0.02465512770264405,693,-17.086003497932325,Don Carey,DB
308,00-0027125,0.013794541373611373,855,11.794332874437725,Zach Miller,TE
309,00-0027135,-0.011425624594129505,593,-6.775395384318796,Brandon Myers,TE
310,00-0027136,0.011098931252365435,4551,50.5112361295151,Jason McCourty,DB
311,00-0027139,0.003961263334177926,761,3.014521397309402,John Phillips,TE
312,00-0027145,0.08485964105382632,235,19.942015647649185,Patrick McAfee,SPEC
313,00-0027150,0.07561871321826572,3605,272.6054611518479,Julian Edelman,WR
314,00-0027155,-0.04232838618913858,489,-20.698580846488767,Rashad Jennings,RB
315,00-0027187,-0.09326917091332967,686,-63.98265124654416,Matt Overton,SPEC
316,00-0027195,-0.024232305247745882,1651,-40.00753596402845,Rafael Bush,DB
317,00-0027197,-0.07632774352825625,217,-16.563120345631607,Justin Drescher,SPEC
318,00-0027215,0.06907018247253877,1437,99.2538522130382,Logan Paulsen,TE
319,00-0027218,-0.1397885106039464,57,-7.9679451044249445,Joique Bell,RB
320,00-0027224,-0.06959451219317017,1231,-85.67084450979249,Jon Weeks,SPEC
321,00-0027232,0.15878288326572104,176,27.945787454766904,Sergio Brown,DB
322,00-0027236,0.08386789099115963,1576,132.17579620206757,Kyle Love,DL
323,00-0027245,-0.015764553240729052,2141,-33.7519084884009,Vincent Rey,LB
324,00-0027247,-0.25785751028022885,449,-115.77802211582275,Mike Windt,SPEC
325,00-0027256,0.07157950502808656,3263,233.56392490664646,Darian Stewart,DB
326,00-0027265,-0.11549387196232198,811,-93.66553016144313,Victor Cruz,WR
327,00-0027282,0.02830533240475219,2186,61.875456636788286,Ben Garland,OL
328,00-0027297,0.009585542964685388,2096,20.091298053980573,Austin Howard,OL
329,00-0027321,0.07398683822397778,230,17.01697279151489,Jeff Cumberland,TE
330,00-0027325,-0.20557913778048836,1315,-270.3365661813422,LeGarrette Blount,RB
331,00-0027375,-0.031824971972334824,2860,-91.0194198408776,Tramaine Brock,DB
332,00-0027378,-0.11956621090335977,561,-67.07664431678484,Chris Maragos,DB
333,00-0027416,0.05264204263142605,2932,154.34646899534118,Barry Church,DB
334,00-0027440,0.014303633333468676,707,10.112668766762354,Sam Shields,DB
335,00-0027442,0.06748789309337842,1957,132.0738067837416,Frank Zombo,LB
336,00-0027495,-0.014072399634615405,368,-5.178643065538469,George Johnson,DL
337,00-0027531,0.031742774797146156,936,29.7112372101288,Chris Ivory,RB
338,00-0027539,0.015272008230702247,2976,45.449496494569885,Anthony Levine,DB
339,00-0027547,0.03830703283304064,900,34.476329549736576,Marcus Sherels,DB
340,00-0027551,0.18793792893452477,416,78.1821784367623,Junior Galette,LB
341,00-0027557,-0.21961781640099268,1193,-262.0040549663843,Morgan Cox,SPEC
342,00-0027560,0.06842275126949561,1287,88.06008088384085,Albert McClellan,LB
343,00-0027573,-0.00819880697901936,1022,-8.379180732557785,Mitch Unrein,DL
344,00-0027607,0.032610661198560036,2303,75.10235274028376,Ted Larsen,OL
