,gsis_id,ra_epa_per_play,play_count,ra_epa_total_impact,display_name,position_group
688,00-0029310,0.0723156373143313,445,32.18045860487743,Cam Johnson,LB
689,00-0029314,0.10726771321728926,557,59.748116262030116,Trevin Wade,DB
690,00-0029316,0.04087455239716625,7762,317.26827570680445,Kelvin Beachum,OL
691,00-0029319,-0.013866666303586756,1956,-27.123199289815695,Josh Bellamy,WR
692,00-0029329,0.05642502665073683,1273,71.82905892638799,Neiko Thorpe,DB
693,00-0029336,-0.052379608957382424,697,-36.508587443295546,Brittan Golden,WR
694,00-0029384,0.09677605764248091,445,43.06534565090401,Bobby Rainey,RB
695,00-0029388,0.017430195864597983,1537,26.790211043887098,Deonte Thompson,WR
696,00-0029391,0.0738940833212518,899,66.43078090580536,Sean McGrath,TE
697,00-0029394,-0.016113609230241653,457,-7.363919418220435,Brenton Bersin,WR
698,00-0029408,-0.04761079272125694,1646,-78.36736481918892,Nick Perry,LB
699,00-0029409,0.04556050234280886,2142,97.59059601829658,Mychal Kendricks,LB
700,00-0029410,-0.013269848191228383,3447,-45.74116671516423,Tavon Wilson,DB
701,00-0029412,0.021511909895893043,2930,63.029895994966616,Vinny Curry,DL
702,00-0029413,0.13272649175149753,7526,998.8995769217704,Ben Jones,OL
703,00-0029414,-0.018390865027216104,637,-11.714981022336659,Orson Charles,TE
704,00-0029415,0.827231666048537,5,4.136158330242685,Keshawn Martin,WR
705,00-0029417,-0.01760089701304293,1095,-19.272982229282007,Jared Crick,DL
706,00-0029418,0.0032821780504731475,1757,5.76678683468132,Najee Goode,LB
707,00-0029419,0.04810594358025935,3329,160.14468617868337,Dennis Kelly,OL
708,00-0029421,-0.05401618177878539,855,-46.183835420861506,Randy Bullock,SPEC
709,00-0029422,0.043747146413772746,1240,54.246461553078205,Keith Tandy,DB
710,00-0029479,-0.029874683051060332,797,-23.810122391695085,Emmanuel Lamur,LB
711,00-0029492,0.06228208672400053,1737,108.18398463958891,Jamize Olawale,RB
712,00-0029493,0.027236395714005716,227,6.182661827079298,Ryan Quigley,SPEC
713,00-0029510,-0.05766695198353257,451,-26.00779534457319,Jonathan Grimes,RB
714,00-0029520,-0.011715414549048214,1184,-13.871050826073084,Eddie Pleasant,DB
715,00-0029524,0.009060835627751588,2159,19.56234412031568,Jeff Allen,OL
716,00-0029528,0.11409365875430369,5201,593.4011191811335,Bobby Massie,OL
717,00-0029529,-0.0448464512655145,1836,-82.33808452348462,Coty Sensabaugh,DB
718,00-0029530,0.038551411211047014,3838,147.96031622799845,Justin Bethel,DB
719,00-0029542,0.07670310702430452,7490,574.5062716120409,Stephon Gilmore,DB
720,00-0029543,-0.07213620518388043,1135,-81.8745928837043,Donald Stephenson,OL
721,00-0029545,0.08369548762084528,1296,108.46935195661548,Keenan Robinson,LB
722,00-0029546,0.05585848943493131,3312,185.0033170084925,Senio Kelemete,OL
723,00-0029553,0.13455429280820252,213,28.660064368147136,Antonio Allen,DB
724,00-0029560,-0.013860917160129783,3954,-54.806066451153164,Dre Kirkpatrick,DB
725,00-0029561,0.02469358222602691,2124,52.44916864808116,Cordy Glenn,OL
726,00-0029562,0.08922780889057985,8700,776.2819373480447,Lavonte David,LB
727,00-0029566,0.024404827385969725,3064,74.77639111061124,Zach Brown,LB
728,00-0029567,-0.24309395666027894,1874,-455.55807478136273,Nick Foles,QB
729,00-0029568,0.017372421054076118,3729,64.78175811064985,Malik Jackson,DL
730,00-0029570,-0.0005054996823809956,1879,-0.9498339031938908,Nate Ebner,DB
731,00-0029572,-0.007784217063345551,1715,-13.349932263637621,Jarius Wright,WR
732,00-0029575,0.08548248914741405,479,40.94611230161133,Robert Blanton,DB
733,00-0029576,-0.04816450354085168,224,-10.788848793150777,Blair Walsh,SPEC
734,00-0029577,-0.045505029813497806,4136,-188.20880330862693,Danny Trevathan,LB
735,00-0029578,0.06401400138550901,314,20.10039643504983,Audie Cole,LB
736,00-0029580,-0.04156465747933417,1856,-77.14400428164421,Rishard Matthews,WR
737,00-0029585,0.011303596206432155,6404,72.38823010599152,Chandler Jones,DL
738,00-0029586,0.08760568115871017,3359,294.2674830121075,Derek Wolfe,DL
739,00-0029587,-0.002212736803796497,2298,-5.08486917512435,Rhett Ellison,TE
740,00-0029592,0.05634681959771648,9248,521.095387639682,Kevin Zeitler,OL
741,00-0029594,-0.015596909953222559,1009,-15.737282142801561,Sean Spence,LB
742,00-0029597,0.03492715908817657,1410,49.24729431432896,Justin Tucker,SPEC
743,00-0029600,0.01365637142097442,2069,28.255032469996078,Andre Branch,DL
744,00-0029601,-0.007805484267189895,479,-3.7388269639839598,Brandon Bostick,TE
745,00-0029604,-0.03565955706414545,8249,-294.1556862221358,Kirk Cousins,QB
746,00-0029606,0.05951534639871024,8733,519.7475200999365,Harrison Smith,DB
747,00-0029607,0.08607676611729283,8629,742.7564148261198,Demario Davis,LB
748,00-0029608,0.09198677072051334,4536,417.2519919882485,T.Y. Hilton,WR
749,00-0029612,-0.0813414165597273,12,-0.9760969987167276,Daryl Richardson,RB
750,00-0029613,0.053059862637455775,1008,53.48434153855542,Doug Martin,RB
751,00-0029615,0.035003342547114694,2184,76.4473001228985,Lamar Miller,RB
752,00-0029620,-0.0914612971442636,2062,-188.59319471147154,Brandon Marshall,LB
753,00-0029621,-0.05766833803525743,1205,-69.4903473324852,Greg Zuerlein,SPEC
754,00-0029623,-0.3180424996607956,2,-0.6360849993215912,Alex Tanney,QB
755,00-0029627,-0.04271699921197054,2692,-114.99416187862468,Jack Crawford,DL
756,00-0029629,-0.0239825039623213,1326,-31.800800254038045,Nate Stupar,LB
757,00-0029630,0.05327283509330573,4707,250.75523478419007,Michael Brockers,DL
758,00-0029632,0.025939186194245224,4082,105.883758044909,Mohamed Sanu,WR
759,00-0029634,0.09468190556091774,432,40.902583202316464,James Hanna,TE
760,00-0029638,-0.0086218552791742,1401,-12.079219246123055,Michael Floyd,WR
761,00-0029640,-0.023340019456453812,1006,-23.480059573192534,Brian Quick,WR
762,00-0029641,-0.021175365332564724,2911,-61.64148848309591,Tyrone Crawford,DL
763,00-0029643,0.032009333182731345,4354,139.36863667761227,Whitney Mercilus,DL
764,00-0029647,0.06301908600739606,2050,129.18912631516193,Kyle Wilber,LB
765,00-0029653,0.042400065441352226,6614,280.4340328291036,Fletcher Cox,DL
766,00-0029657,0.07762290476390343,4710,365.6038814379852,Akiem Hicks,DL
767,00-0029658,-0.11578111161940931,672,-77.80490700824305,Corey White,DB
768,00-0029661,0.12436535537886034,548,68.15221474761547,Andrew Tiller,OL
769,00-0029664,-0.011726855623538071,1635,-19.17340894448475,Josh Gordon,WR
770,00-0029665,-0.24800514790653802,540,-133.92277986953053,Robert Griffin III,QB
771,00-0029666,-0.1072258234640594,541,-58.009170494056136,Josh LeRibeus,OL
772,00-0029668,-0.017920130757321864,2317,-41.52094296471476,Andrew Luck,QB
773,00-0029669,0.09478812348986974,3911,370.7163509688806,Dont'a Hightower,LB
774,00-0029670,0.023544197317404838,3619,85.20645009168811,Mark Barron,LB
775,00-0029672,0.0629651245131101,6659,419.2847641328001,Riley Reiff,OL
776,00-0029676,0.022014472952981808,2671,58.80065725741441,Morris Claiborne,DB
777,00-0029677,-0.07375592764835552,1,-0.07375592764835552,Brandon Weeden,QB
778,00-0029678,0.05492332981071309,5707,313.4474432297396,David DeCastro,OL
779,00-0029679,0.11578661735747645,4995,578.3541537005948,Brandon Brooks,OL
780,00-0029681,0.03507936500505124,6140,215.3873011310146,Janoris Jenkins,DB
781,00-0029682,-0.12558459150808468,1830,-229.81980245979497,Brock Osweiler,QB
782,00-0029683,-0.06738986658731697,135,-9.097631989287791,Ronnie Hillman,RB
783,00-0029685,0.0393273801012092,4973,195.57506124331337,Greg Van Roten,OL
784,00-0029687,0.07690014866217063,1347,103.58450024794384,Matt Kalil,OL
785,00-0029688,0.052392917811006044,3310,173.42055795443,Dontari Poe,DL
786,00-0029689,-0.09447375114700539,1765,-166.7461707744645,Dwayne Allen,TE
787,00-0029690,-0.014772521512242644,3092,-45.676636515854256,Trumaine Johnson,DB
788,00-0029691,0.09638912539259982,962,92.72633862768103,Josh Robinson,DB
789,00-0029692,0.1095859800297929,1152,126.24304899432143,Bryan Anger,SPEC
790,00-0029693,-0.03504133920362818,4076,-142.82849859398846,Olivier Vernon,DL
791,00-0029696,-0.10842056653382735,192,-20.81674877449485,Chris Lewis-Harris,DB
792,00-0029697,0.04884311842040415,968,47.280138630951214,Coby Fleener,TE
793,00-0029699,0.03249565700518428,1235,40.13213640140259,Tony Bergstrom,OL
794,00-0029701,-0.10643167815292488,5650,-601.3389815640256,Ryan Tannehill,QB
795,00-0029708,0.030007995424217067,916,27.487323808582833,Kendall Wright,WR
796,00-0029709,0.0805920902454842,2642,212.92430242856923,Ty Nsekhe,OL
797,00-0029714,-0.1884237406247149,792,-149.2316025747742,Andrew DePaola,SPEC
798,00-0029729,0.2487992990610087,9,2.239193691549078,Austin Johnson,RB
799,00-0029731,-0.07592180833997632,783,-59.446775930201454,Fozzy Whittaker,RB
800,00-0029738,0.050632993011235215,3530,178.7344653296603,Darren Fells,TE
801,00-0029739,-0.07826020863755684,161,-12.599893590646651,Jacob Schum,SPEC
802,00-0029740,-0.17214860417675343,324,-55.77614775326811,Ifeanyi Momah,TE
803,00-0029744,0.011003161129159065,531,5.842678559583463,Josh McNary,LB
804,00-0029747,-0.027157436930256396,2616,-71.04385500955074,Chris Banjo,DB
805,00-0029762,0.037695859148504963,2152,81.12148888758269,John Wetzel,OL
806,00-0029764,-0.026558875317264485,2849,-75.66623577888652,Cody Davis,DB
807,00-0029786,0.014666988232598188,3366,49.3690823909255,Ryan Schraeder,OL
808,00-0029792,0.029351549025368264,1084,31.8170791434992,Paul Worrilow,LB
809,00-0029793,-0.040736309186947164,1005,-40.9399907328819,Brandon Williams,TE
810,00-0029794,-0.004815973515219731,2089,-10.060568673294018,Daren Bates,LB
811,00-0029795,0.12672238548968048,1047,132.67833760769545,Benny Cunningham,RB
812,00-0029799,-0.00404504575398509,1782,-7.2082715336014305,Lerentee McCray,DL
813,00-0029821,-0.03150358770304767,256,-8.064918451980203,Emmett Cleary,OL
814,00-0029822,0.061324736360111445,1103,67.64118420520292,Brandon McManus,SPEC
815,00-0029825,-0.00788402755478874,35,-0.27594096441760585,Sheldon Price,DB
816,00-0029844,0.05272693547549364,53,2.794527580201163,Justin Staples,LB
817,00-0029848,-0.11756029305997578,225,-26.45106593849455,Nick Williams,WR
818,00-0029854,0.01699189731836958,1260,21.40979062114567,C.J. Anderson,RB
819,00-0029857,-0.3994176233715153,10,-3.9941762337151534,Ryan Griffin,QB
820,00-0029869,0.07231616037180501,2326,168.20738902481844,Will Compton,LB
821,00-0029878,0.11649263139473723,852,99.25172194831612,MarQueis Gray,TE
822,00-0029879,-0.1901656914156986,419,-79.67942470317772,Kevin McDermott,SPEC
823,00-0029886,-0.0020333638436697385,911,-1.8523944615831318,LaAdrian Waddle,OL
824,00-0029888,-0.04140428085273358,635,-26.291718341485822,Darryl Morris,DB
825,00-0029889,0.007136806272662133,2723,19.433523480458987,Patrick Omameh,OL
826,00-0029890,0.05593356623577199,2921,163.38194697468998,Mike Purcell,DL
827,00-0029892,0.031795556354422765,5306,168.7072220165672,Kyle Juszczyk,RB
828,00-0029893,0.02746613350852443,4567,125.43783173343108,Rick Wagner,OL
829,00-0029895,0.025267808446347493,6545,165.37780628134433,Ryan Jensen,OL
830,00-0029901,0.021385840999358995,3198,68.39191951595006,Rashaan Melvin,DB
831,00-0029931,-0.08379537600863231,1530,-128.20692529320743,Zach Line,RB
832,00-0029940,-0.04674807637158399,73,-3.4126095751256313,T.J. Barnes,DL
833,00-0029942,0.024060084495038835,311,7.482686277957078,Marcus Burley,DB
834,00-0029946,-0.00590973894453489,2911,-17.203250067541063,Abry Jones,DL
835,00-0029955,0.04254693337583988,1732,73.69128860695467,LaRoy Reynolds,LB
836,00-0029958,-0.11894864842149441,924,-109.90855114146083,Steven Terrell,DB
837,00-0029959,-0.13089719686039944,459,-60.08181335892334,Carson Tinker,SPEC
838,00-0029963,0.016143759080958234,4494,72.5500533098263,Chris Hubbard,OL
839,00-0029972,0.011566880307927836,195,2.255541660045928,A.J. Francis,DL
840,00-0029984,0.11969583973378217,652,78.04168750642597,Ryan Allen,SPEC
841,00-0029992,0.0009907511651525837,4227,4.187905175099971,Josh Kline,OL
842,00-0030001,0.14328355507757842,124,17.767160829619723,Joe Vellano,DL
843,00-0030010,0.026521356115509074,2737,72.58895168814834,Brandon Copeland,LB
844,00-0030011,0.04783538055784733,712,34.0587909571873,Jordan Devey,OL
845,00-0030020,0.01851896312429992,1409,26.09321904213859,Brynden Trawick,DB
846,00-0030023,0.190618138491746,1465,279.2555728904079,Jordan Dangerfield,DB
847,00-0030033,-0.10471895764554491,823,-86.18370214228347,Terence Garvin,LB
848,00-0030035,0.03639780950415838,7458,271.4548632820132,Adam Thielen,WR
849,00-0030041,0.034221295421946143,3905,133.6341586226997,Nickell Robey-Coleman,DB
850,00-0030046,-0.15103420622511368,3749,-566.2272391379512,Jordan Mills,OL
851,00-0030047,-0.10181017304636204,81,-8.246624016755325,Marquess Wilson,WR
852,00-0030048,0.030009459904957677,961,28.839090968664326,Cornelius Washington,DL
853,00-0030050,0.047768485720724486,1372,65.53836240883399,Ray-Ray Armstrong,LB
854,00-0030059,0.05263599393945782,1651,86.90202599404486,Ezekiel Ansah,DL
855,00-0030060,0.024167894736538978,4663,112.69489315648126,Kenny Vaccaro,DB
856,00-0030061,-0.02002460193206316,6732,-134.8056202066492,Zach Ertz,TE
857,00-0030062,0.06939069980347257,7953,551.8642355370173,Darius Slay,DB
858,00-0030063,0.023140676690020692,5271,121.97450683309907,Johnathan Hankins,DL
859,00-0030064,0.020685376588245798,4468,92.42226259628222,Jon Bostic,LB
860,00-0030065,0.050930652187224805,4520,230.20654788625612,Larry Warford,OL
861,00-0030066,-0.0017745675894613147,4128,-7.325415009296307,Brian Winters,OL
862,00-0030067,0.06084689958902081,5681,345.6712365652272,Terron Armstead,OL
863,00-0030068,0.07821097882515728,3128,244.64394176509197,Marquise Goodwin,WR
864,00-0030069,-0.10345332285547075,685,-70.86552615599746,Damontre Moore,DL
865,00-0030070,0.05228273113607724,2490,130.1840005288323,John Jenkins,DL
866,00-0030072,-0.18205087018590627,63,-11.469204821712095,Jordan Hill,DL
867,00-0030073,0.058795023830541956,238,13.993215671668986,Duke Williams,DB
868,00-0030074,0.040436755383084104,6064,245.20848464302202,David Bakhtiari,OL
869,00-0030076,0.06505217292596477,6154,400.3310721863872,JC Tretter,OL
870,00-0030079,-0.11762326842176664,806,-94.80435434794391,Devin Taylor,DL
871,00-0030082,-0.4908518954175602,19,-9.326186012933643,Montori Hughes,DL
872,00-0030083,0.019285142769275985,3030,58.43398259090623,Oday Aboushi,OL
873,00-0030084,0.069013657460709,409,28.22658590142998,Jonathan Meeks,DB
874,00-0030085,0.022746716546197806,3789,86.18730899354348,Kenny Stills,WR
875,00-0030088,0.06005543973093134,1009,60.59593868850972,Quinton Dial,DL
876,00-0030089,0.013363987239017312,2294,30.656986726305714,Luke Willson,TE
877,00-0030090,0.03317898988228429,8128,269.67882976320675,Micah Hyde,DB
878,00-0030091,0.05233470381689595,521,27.26638068860279,Tavarres King,WR
879,00-0030092,0.014191878334720343,1342,19.0455007251947,Sam Martin,SPEC
880,00-0030094,-0.008590634243592422,1253,-10.764064707221305,Eric Kush,OL
881,00-0030096,0.02842685863468337,70,1.989880104427836,Vinston Painter,OL
882,00-0030097,0.031770952542601025,2728,86.6711585362156,David Quessenberry,OL
883,00-0030098,0.0068499548178536755,1007,6.897904501578651,Dustin Hopkins,SPEC
884,00-0030104,0.18681034014038095,530,99.00948027440191,Nate Palmer,LB
885,00-0030106,-0.06093577162337298,434,-26.446124884543874,Chris Jones,DL
886,00-0030107,0.06086132283857845,1373,83.56259625736821,Theo Riddick,RB
887,00-0030108,-0.05358350322158033,4588,-245.84111278061056,Ryan Griffin,TE
888,00-0030109,-0.10909917898647838,323,-35.23903481263252,Mike Catapano,LB
889,00-0030112,0.04939758188745222,837,41.34577603979751,Tommy Bohanon,RB
890,00-0030113,-0.08664827187220304,546,-47.30995644222286,Charles D. Johnson,WR
891,00-0030114,-0.044903748944648374,8770,-393.80587824456626,Jordan Poyer,DB
892,00-0030117,0.10685878000203965,569,60.80264582116056,Kerwynn Williams,RB
893,00-0030119,0.004521811407046406,82,0.37078853537780526,Sam Barrington,LB
894,00-0030121,-0.07699095926893798,174,-13.396426912795208,David King,DL
895,00-0030126,0.15849445108635157,452,71.63949189103091,T.J. Johnson,OL
896,00-0030127,0.05061748053618629,1413,71.52249999763123,Marcus Cooper,DB
897,00-0030132,-0.10143868352361753,264,-26.779812450235028,Stefan Charles,DL
898,00-0030140,-0.21543963686141443,1111,-239.35343655303143,Tress Way,SPEC
899,00-0030142,-0.174373569549177,330,-57.543277951228404,Brad Wing,SPEC
900,00-0030147,0.05016300574421587,1768,88.68819415577366,Russell Shepard,WR
901,00-0030148,0.09337091855142904,2590,241.8306790482012,Damion Square,DL
902,00-0030149,-0.10221487837168111,342,-34.95748840311494,Matt Tobin,OL
903,00-0030151,-1.277963012476116,9,-11.501667112285045,Tyler Bray,QB
904,00-0030153,-0.4004013483817205,1,-0.4004013483817205,,
905,00-0030155,-0.004585568384809463,4018,-18.424813770164423,Demetrius Harris,TE
906,00-0030160,-0.022831981891573816,1166,-26.62209088557507,Josh Martin,LB
907,00-0030161,-0.006943809567999863,4822,-33.48304973689534,Bradley McDougald,DB
908,00-0030170,-0.05434678386597996,1666,-90.54174192072261,Rontez Miles,DB
909,00-0030181,0.04359773234101584,4486,195.57942728179705,Jack Doyle,TE
910,00-0030187,0.10940844910359078,24,2.625802778486179,Rashad Ross,WR
911,00-0030196,0.020470163960463097,5227,106.99754702134061,Jeff Heath,DB
912,00-0030197,0.08713920680467398,1009,87.92345966591604,Deon Lacey,LB
913,00-0030207,-0.053042284151043936,431,-22.861224469099938,Alvin Bailey,OL
914,00-0030216,-0.03241885146975479,3607,-116.93479725140553,Josh Hill,TE
915,00-0030217,-0.030393920707877706,571,-17.35492872419817,Tim Lelito,OL
916,00-0030228,0.08764150866113882,5015,439.52216593561116,A.J. Bouye,DB
917,00-0030251,-0.07096334349295028,1423,-100.98083779046824,Wes Horton,DL
918,00-0030263,-0.06522560910639053,332,-21.654902223321656,Charles James,DB
919,00-0030273,-0.03776486985245003,3822,-144.337332576064,Lane Taylor,OL
920,00-0030275,-0.05986569777072906,353,-21.13259131306736,Demontre Hurst,DB
921,00-0030278,0.12092562998585488,1138,137.61336692390284,Manti Te'o,LB
922,00-0030279,0.04409321149624118,6123,269.98273399148474,Keenan Allen,WR
923,00-0030280,-0.09958509233437299,101,-10.058094325771672,Knile Davis,RB
924,00-0030281,-0.09834090212556225,23,-2.2618407488879315,Sean Porter,LB
925,00-0030282,-0.1147565833953005,281,-32.24659993407944,Stepfan Taylor,RB
926,00-0030286,-0.003488571939471316,386,-1.346588768635928,Tourek Williams,LB
927,00-0030287,0.028017158854962712,549,15.381420211374529,Andre Ellington,RB
928,00-0030288,0.004322645675573662,2803,12.116375828632975,Rex Burkhead,RB
929,00-0030289,-0.0904353781095084,565,-51.095988631872245,Bacarri Rambo,DB
930,00-0030290,0.05366227176495401,603,32.35834987426727,Cobi Hamilton,WR
931,00-0030294,-0.0006167775564456365,4108,-2.5337222018786747,Tony Jefferson,DB
932,00-0030300,-0.046041304064131656,2299,-105.84895804343869,Jaron Brown,WR
933,00-0030312,-0.056627667664651375,4231,-239.59166188913997,Jahleel Addae,DB
934,00-0030317,0.027363239009388602,195,5.335831606830777,Marcus Cromartie,DB
935,00-0030322,0.058455275392702614,185,10.814225947649984,Josh Johnson,DB
936,00-0030332,0.016531773937070712,615,10.167040971298489,Brett Maher,SPEC
937,00-0030348,0.1059894570424566,18,1.907810226764219,Khiry Robinson,RB
938,00-0030380,0.037501868069602075,2903,108.86792300605482,Benson Mayowa,LB
939,00-0030382,0.022757052319648696,3094,70.41031987699307,Kevin Minter,LB
940,00-0030383,0.0006303775964407662,6889,4.342671261880438,Duron Harmon,DB
941,00-0030384,-0.014917527926293524,559,-8.33889811079808,Jelani Jenkins,LB
942,00-0030385,-0.0071977329912647214,1529,-11.005333743643758,Gerald Hodges,LB
943,00-0030386,-0.0025265675801803625,4930,-12.455978170289187,William Gholston,DL
944,00-0030387,0.08046669662339714,1989,160.04825958393693,Steven Means,LB
945,00-0030390,-0.22313778573125959,235,-52.437379646846004,Caleb Sturgis,SPEC
946,00-0030391,0.07469401334531249,115,8.589811534710936,Mike James,RB
947,00-0030392,0.035307457859650254,585,20.654862847895398,Michael Mauti,LB
948,00-0030395,0.06551906954572959,316,20.70402597645055,Don Jones,DB
949,00-0030396,-0.040108380113169965,287,-11.51110509247978,Freddie Bishop,LB
950,00-0030401,0.052183993816241,3572,186.40122591161287,Kiko Alonso,LB
951,00-0030402,0.09091283521608534,2663,242.10088018043527,Akeem Spence,DL
952,00-0030403,-0.043878990501307745,2733,-119.92128104007406,B.W. Webb,DB
953,00-0030404,-0.005283536466057661,1780,-9.404694909582638,Chris Thompson,RB
954,00-0030405,0.027079566936938096,219,5.930425159189443,Jeff Locke,SPEC
955,00-0030410,-0.253708303861815,14,-3.55191625406541,Jordan Gay,SPEC
956,00-0030411,-0.014687413060165027,7407,-108.78966853664235,Logan Ryan,DB
957,00-0030412,0.04838549149155158,482,23.32180689892786,Shamarko Thomas,DB
958,00-0030414,0.009829018520395432,1039,10.212350242690853,Spencer Ware,RB
959,00-0030419,-0.40160391366088605,41,-16.465760460096327,Matt McGloin,QB
960,00-0030420,0.09939947609077203,1654,164.40673345413694,David Amerson,DB
961,00-0030421,0.06488069104016103,4989,323.6897675993634,Jamie Collins,LB
962,00-0030422,3.457180283533952e-06,1742,0.006022408053916145,Dion Sims,TE
963,00-0030424,0.013828954569320682,48,0.6637898193273928,Malliciah Goodman,DL
964,00-0030427,-0.059029224477712576,1850,-109.20406528376826,Kemal Ishmael,DB
965,00-0030431,0.07214459882758183,6934,500.25064827045236,Robert Woods,WR
966,00-0030432,0.053316939250098117,482,25.69876471854729,Christine Michael,RB
967,00-0030433,-0.06870898037826444,698,-47.95886830402858,Mike Gillislee,RB
968,00-0030434,-0.0030123966075472327,3483,-10.492177384087011,Vince Williams,LB
969,00-0030441,0.04804514077846804,1843,88.5471944547166,Kyle Long,OL
970,00-0030442,0.013831122633745783,3212,44.425565899591454,John Simon,LB
971,00-0030443,0.038232442851926916,2949,112.74747397033248,Levine Toilolo,TE
972,00-0030448,0.08717358237946775,2634,229.61521598751804,Kawann Short,DL
973,00-0030449,-0.031237074587879717,3736,-116.70171066031862,Margus Hunt,DL
974,00-0030451,-0.21023487394957718,23,-4.835402100840275,Demetrius McCray,DB
975,00-0030455,0.04838336029309953,3078,148.92398298216037,Star Lotulelei,DL
976,00-0030456,-0.049055027060139096,2750,-134.9013244153825,Giovani Bernard,RB
977,00-0030457,0.08647951728504674,592,51.19587423274767,Tank Carradine,DL
978,00-0030458,-0.0058483133063896905,348,-2.0352130306236123,Arthur Brown,LB
979,00-0030459,0.055526249876117297,8894,493.8504663981872,Tyrann Mathieu,DB
980,00-0030460,-0.07623226256537466,302,-23.022143294743145,Markus Wheaton,WR
981,00-0030463,0.00315106802779045,4898,15.433931200117623,A.J. Klein,LB
982,00-0030465,-0.022681168753517625,884,-20.050153178109582,Kenjon Barner,RB
983,00-0030469,-0.13686729218974927,290,-39.69151473502729,Johnthan Banks,DB
984,00-0030470,0.0342489156534181,2878,98.5683792505373,Vance McDonald,TE
985,00-0030471,0.015486644510075111,4534,70.21644620868055,Shawn Williams,DB
986,00-0030472,0.059490814722249825,1605,95.48275762921097,Jordan Reed,TE
987,00-0030484,-0.022304825745847547,3062,-68.29737643378519,Jamar Taylor,DB
988,00-0030485,-0.051963304967853875,308,-16.004697930098995,Eddie Lacy,RB
989,00-0030486,0.11967810203853296,573,68.5755524680794,Brian Schwenke,OL
990,00-0030487,0.05442776581037583,148,8.055309339935624,Tharold Simon,DB
991,00-0030488,-0.0715914754269862,273,-19.544472791567234,Lavar Edwards,LB
992,00-0030491,-0.062040706692701016,852,-52.85868210218126,Daimion Stafford,DB
993,00-0030496,0.0007217941991724173,3239,2.3378914111194598,Le'Veon Bell,RB
994,00-0030499,0.015236750360153699,572,8.715421206007916,Jarvis Jones,LB
995,00-0030500,0.023752353609928813,2802,66.55409481502053,Nick Williams,DL
996,00-0030502,-0.09203179196008718,191,-17.57807226437665,Zaviar Gooden,LB
997,00-0030503,0.08604724584464421,3272,281.54658840367586,Alex Okafor,DL
998,00-0030504,-0.023045475356788577,2023,-46.62099664678329,Earl Watford,OL
999,00-0030505,0.07136815157756908,4028,287.47091455444826,D.J. Fluker,OL
1000,00-0030506,0.12971079851672782,8574,1112.1403864824242,Travis Kelce,TE
1001,00-0030507,-0.01642872128901805,1509,-24.790940425128237,Bennie Logan,DL
1002,00-0030511,0.025098981915850357,3640,91.3602941736953,Brandon Williams,DL
1003,00-0030513,-0.03536003979239057,3569,-126.19998201904195,Latavius Murray,RB
1004,00-0030514,-0.027026140847117894,464,-12.540129353062703,Mychal Rivera,TE
1005,00-0030515,0.05481521834418345,1045,57.28190316967171,Stacy McGee,DL
1006,00-0030516,0.01657085534205606,859,14.234364738826155,Brice Butler,WR
1007,00-0030517,0.04348011519089346,966,42.00179127440308,David Bass,LB
1008,00-0030518,0.07037670199717425,160,11.26027231954788,Corey Lemonier,LB
1009,00-0030519,-0.2447300196346482,72,-17.62056141369467,Will Davis,DB
1010,00-0030520,-0.15502236897476038,956,-148.20138473987092,Mike Glennon,QB
1011,00-0030521,0.07494038886775588,509,38.14465793368774,Justin Hunter,WR
1012,00-0030523,-0.015468416583425534,1018,-15.746848081927194,Kayvon Webster,DB
1013,00-0030524,0.012944155393268814,238,3.0807089835979777,Landry Jones,QB
1014,00-0030525,-0.042271736387481974,1976,-83.52895110166438,Tavon Austin,WR
1015,00-0030526,-0.2892855827893396,157,-45.41783649792632,EJ Manuel,QB
1016,00-0030527,0.09631830130167668,4825,464.73580378058995,Alec Ogletree,LB
1017,00-0030528,0.034701639123960785,4590,159.28052357898,Robert Alford,DB
1018,00-0030529,0.018230276776324352,451,8.221854826122282,Sio Moore,LB
1019,00-0030530,-0.004392499362639444,2814,-12.360493206467394,T.J. McDonald,DB
1020,00-0030531,-0.12546865131837065,47,-5.897026611963421,Dallas Thomas,OL
1021,00-0030533,-0.13403062894598883,629,-84.30526560702697,Matt Barkley,QB
1022,00-0030538,-0.017098681960058013,2169,-37.08704117136583,Johnathan Cyprien,DB
1023,00-0030539,-0.011244929174655959,142,-1.5967799428011462,Dwayne Gratz,DB
1024,00-0030541,-0.016910345338172292,1055,-17.84041433177177,Blidi Wreh-Wilson,DB
1025,00-0030542,0.06702035488989934,1551,103.94857043423387,Terrance Williams,WR
1026,00-0030543,0.10520044105476585,1133,119.19209971504971,J.J. Wilcox,DB
1027,00-0030544,0.011415708607794455,362,4.132486516021593,Gavin Escobar,TE
1028,00-0030545,-0.0383874431288445,995,-38.19550591320028,Luke Joeckel,OL
1029,00-0030546,0.07876049670918377,3595,283.14398566951564,Travis Frederick,OL
1030,00-0030547,-0.16495379311474262,241,-39.75386414065297,Denard Robinson,RB
1031,00-0030548,-0.05430746645726887,3617,-196.4301061759415,Eric Reid,DB
1032,00-0030549,0.049213010146762146,1751,86.17198076698051,Tyler Eifert,TE
1033,00-0030551,0.2131571550029478,339,72.2602755459993,Colton Schmidt,SPEC
1034,00-0030553,-0.08770288487622382,108,-9.471911566632173,Armonty Bryant,DL
