gsis_id,player_display_name,position_group,total_games,pass_share,completion_percentage,yards_per_completion,tds_per_completion,rush_share,yards_per_rush,tds_per_rush,reception_share,yards_per_reception,tds_per_reception,epa_per_snap,ra_epa_over_replacement
00-0033873,Patrick Mahomes: 033873,QB,78,0.5579139685875119,0.5801705720896827,11.064663727449132,0.05102174151221401,0.059840337045998164,4.831121959728588,0.030762083965916842,0.007048148004296915,9.783125069416096,0.05001977361341986,0.0000634109874403016,0.22393638818037664
00-0033878,Adoree' Jackson: 033878,DB,3,,,,,,,,,,,,-0.015329489334666588
00-0033879,O.J. Howard: 033879,TE,26,0.06144173143856522,0.6141767709887512,9.926874763578777,0.029639342763220663,0.021152486702203568,4.211511643868081,0.021161293515600588,0.06420729529131451,10.591405762211547,0.061006251460715255,0.00990488246047437,-0.01909712172508287
00-0033881,Evan Engram: 033881,TE,67,0.059088298848565875,0.6141767709887508,9.92687476357877,0.029639342763220684,0.021334487874925825,4.211506776733522,0.021166415146993724,0.07991721109706296,10.396186568602609,0.0594690322338927,0.009892736616712083,0.02499252848187908
00-0033883,Jabrill Peppers: 033883,DB,18,,,,,,,,,,,,0.03731455021064713
00-0033885,David Njoku: 033885,TE,59,0.05766790883884654,0.6141767709887508,9.926874763578772,0.029639342763220684,0.020656798921647422,4.211455842349663,0.02116086179148868,0.07299639313526668,10.643832368484722,0.06094303614786309,0.009929079358519563,0.030002070896594138
00-0033891,Zay Jones: 033891,WR,54,0.0544922762744726,0.6114372141935549,9.943637115003712,0.029653474366947197,0.01977102648565609,4.291751710131241,0.021682661810817634,0.0753118872739812,12.32651471119761,0.0608589885058226,0.014539915267519332,0.07252246947120992
00-0033893,Dalvin Cook: 033893,RB,60,0.06400118124929116,0.6137995302755516,9.911688461578708,0.029665238891688348,0.2351445483119973,4.2920155838283245,0.024642362638745714,0.04623495550044197,7.819225669465866,0.04259569762245804,-0.005845183891988265,-0.01503045309306087
00-0033895,Gerald Everett: 033895,TE,63,0.05838620948485154,0.6141767709887508,9.92687476357877,0.029639342763220684,0.021157548955925313,4.211507087080247,0.02116674043070733,0.07227176141958055,10.456883380310906,0.06045093563378298,0.00990740798619866,-0.011725944054400736
00-0033896,Adam Shaheen: 033896,TE,20,0.06395345477791461,0.6141767709887515,9.926874763578777,0.029639342763220652,0.02161733972188026,4.211511643868082,0.02116129351560058,0.06422165489715438,10.554963274214026,0.060738861796139965,0.00991454806895746,-0.002020423869277435
00-0033897,Joe Mixon: 033897,RB,60,0.06371508916856172,0.6138115483462081,9.911683899155722,0.029665397120804946,0.24784664774611315,4.237442435410251,0.02502920846367553,0.055958132766591305,7.7954345253730795,0.04290344339699422,-0.005806117673173537,-0.009198518050388106
00-0033904,Dion Dawkins: 033904,OL,1,,,,,,,,,,,,0.0010449867026894335
00-0033906,Alvin Kamara: 033906,RB,58,0.06476051046159259,0.6138069070503299,9.911688461578706,0.02966523889168835,0.23693441680925936,4.2541376187085564,0.024518772342217107,0.06934470489433099,7.959328589963753,0.043013794700560506,-0.005815230398236303,0.05570533329514844
00-0033908,Cooper Kupp: 033908,WR,59,0.05554936252458618,0.6113658986005297,9.943464691845058,0.02965347872490809,0.02094754660171467,4.292612452417293,0.021705796618185273,0.10451704876774176,12.512588694982828,0.06378754402811011,0.014830606577026798,0.09633640205436521
00-0033911,Taywan Taylor: 033911,WR,1,0.10009035328644779,0.611424008333441,9.943464691845042,0.029653478724908092,0.026334935125292502,4.2919326335476065,0.021687152237646168,0.09162501081096781,12.601511573327045,0.06111091644928302,0.014546603977055778,0.014646298568887066
00-0033921,Chris Godwin: 033921,WR,65,0.05474913370804843,0.611406127053425,9.94346469184506,0.02965347872490809,0.02022254131485604,4.292397973451913,0.021740738503300022,0.09461004743471106,12.34834333115324,0.06004570644694285,0.014789045598656946,0.0323404409127382
00-0033923,Kareem Hunt: 033923,RB,59,0.06328181271045631,0.6138069070503299,9.911688461578706,0.029665238891688348,0.1546945691039407,4.249747920231721,0.025704619480006116,0.04272355989457799,7.8108774841460376,0.04305513424747002,-0.0057484299942344415,0.0823314701410864
00-0033925,D'Onta Foreman: 033925,RB,40,0.06581209775030275,0.6138069070503301,9.911688461578702,0.029665238891688362,0.19469778229672974,4.273643813371951,0.02343950151296401,0.03146923926491863,7.934362586416382,0.0429689738013278,-0.0057551554208876785,0.023209114553513235
00-0033930,Cameron Sutton: 033930,DB,1,,,,,,,,,,,,-0.015855789179892853
00-0033932,Kenny Golladay: 033932,WR,25,0.05818287849521447,0.6114240083334415,9.943464691845048,0.02965347872490809,0.020060075567601268,4.291932633547607,0.021687152237646154,0.06957187541729952,12.78219037681163,0.06078837264057526,0.01453223726005439,0.008228935488727837
00-0033936,C.J. Beathard: 033936,QB,15,0.4793063688195118,0.5636154052053632,11.032872092678646,0.047682700457486765,0.04863550233083699,4.762000339649666,0.029341515811853815,0.007176222825274139,9.784916621681353,0.050020186076653254,-0.016123427274267108,0.07121765676000863
00-0033943,Josh Reynolds: 033943,WR,58,0.054375067349597656,0.6114240083334401,9.943464691845058,0.02965347872490809,0.01936656326983559,4.291958120471389,0.021686431110552604,0.06989335688880091,12.709499674857286,0.061808276087461575,0.014563875349462636,0.03514387506073212
00-0033948,Jamaal Williams: 033948,RB,59,0.06443023453083814,0.6138069070503299,9.911688461578706,0.029665238891688348,0.18330932410874426,4.240404926883078,0.024542560586978557,0.03940871499752785,7.780061642942849,0.042593399729877045,-0.005799825298501558,0.022044971429189424
00-0033949,Joshua Dobbs: 033949,QB,16,0.5337664944752506,0.5633117312483021,10.898490410344607,0.04753503747258055,0.07058416598258707,4.781719901239924,0.03184420967203996,0.007148314473333428,9.784916621681353,0.050020186076653254,-0.01894370243220305,0.057651246472063794
00-0033950,Wayne Gallman: 033950,RB,21,0.07008249297551397,0.6138069070503296,9.911688461578699,0.029665238891688386,0.14909576196602967,4.274295670672682,0.023748399849714677,0.0368060373591918,7.850857150174379,0.042736461785171966,-0.005750066007850951,0.0607960045484134
00-0033951,Marlon Mack: 033951,RB,12,0.07738302168942317,0.6138069070503297,9.911688461578702,0.029665238891688383,0.09571655647629077,4.268082561818829,0.023183413693524987,0.03955694024124224,7.968295860543612,0.042936091057393065,-0.005755387305327112,0.010979823113489402
00-0033955,Jeremy McNichols: 033955,RB,29,0.06560282139684673,0.6138069070503299,9.911688461578697,0.029665238891688376,0.07339881802350989,4.263889002698423,0.02294470658839636,0.03779251489984441,7.881476351467189,0.04277664812990198,-0.005771976754099392,0.03535107393982183
00-0033957,Rodney Adams: 033957,WR,1,0.09876781212131051,0.611424008333441,9.943464691845042,0.029653478724908092,0.02618267613159534,4.2919326335476065,0.021687152237646168,0.09020870198151221,12.601511573327045,0.06111091644928302,0.01454480130046196,0.0013963558734242064
00-0033958,Nathan Peterman: 033958,QB,6,0.4946216175539447,0.5606800961184609,11.050648647304614,0.04750579401949101,0.0559194832281944,4.753418871403382,0.029432605865374557,0.007365996756868712,9.784916621681356,0.050020186076653275,-0.01682177855289142,-0.02663045909563594
00-0034011,Dan Arnold: 034011,TE,34,0.05892241398521339,0.614176770988751,9.92687476357877,0.029639342763220673,0.020668626830134314,4.21151164386808,0.02116129351560058,0.06684411635945263,10.701293390411513,0.06022201876948879,0.009936646295134976,0.03351823168701981
00-0034052,Brandon Zylstra: 034052,WR,14,0.06364516578379156,0.611382398846365,9.943464691845044,0.02965347872490809,0.021255728002923885,4.291681591608821,0.021686021640677053,0.06483937260648717,12.634285727243599,0.0609877708612456,0.014553246924777616,-0.00738769345193542
00-0034054,River Cracraft: 034054,WR,20,0.060320805445001735,0.6114240083334412,9.94346469184505,0.029653478724908085,0.02047300885252665,4.291932633547609,0.021687152237646164,0.061664678248778464,12.557957937675274,0.061683928555770935,0.014527583681658816,-0.01242108148445287
00-0034071,Danny Johnson: 034071,DB,12,,,,,,,,,,,,-0.06517479917119962
00-0034073,Ross Dwelley: 034073,TE,19,0.06497678683854836,0.6141767709887515,9.926874763578777,0.02963934276322065,0.021801925857620152,4.211511643868082,0.02116129351560058,0.06574401530817434,10.689057879743714,0.06069568599069565,0.009943026749702339,0.008622046309815067
00-0034081,Steven Mitchell: 034081,WR,3,0.08837567103765127,0.6114240083334409,9.943464691845044,0.029653478724908092,0.02490143629592967,4.2919326335476065,0.021687152237646168,0.08494735941761308,12.59522612175549,0.060959209694926506,0.014559208280985609,0.0012364570446510223
00-0034104,Cam Sims: 034104,WR,34,0.055226603841840825,0.611424008333441,9.943464691845046,0.02965347872490809,0.01971621289164257,4.2921110225213575,0.021685329113609732,0.06137545338757871,12.707707815281998,0.06083789867872984,0.014525434002316496,0.017392017287459826
00-0034109,Phillip Lindsay: 034109,RB,28,0.06723208266645152,0.6138069070503299,9.911688461578695,0.029665238891688376,0.14143166308652885,4.241428813320038,0.022426287441910983,0.031557985041276805,7.852889784073461,0.042902934251091235,-0.005831603920358258,0.04503983411916247
00-0034115,Jeff Wilson: 034115,RB,44,0.06548968742316492,0.61380690705033,9.911688461578704,0.029665238891688355,0.16732851985902703,4.2821772378995435,0.02424261781838182,0.037820618085556444,7.902415235728982,0.04303341905120494,-0.005760543444755798,0.05581266591506391
00-0034132,Christian Blake: 034132,WR,13,0.06438716903821501,0.6114240083334412,9.943464691845044,0.02965347872490809,0.021223908517900958,4.291932633547608,0.021687152237646175,0.06448405797231806,12.521820816846823,0.06065351017779669,0.014502643532614115,-0.014221598840870073
00-0034145,Chris Lammons: 034145,DB,1,,,,,,,,,,,,0.010295238915397976
00-0034159,Will Dissly: 034159,TE,55,0.060316218072496715,0.6141767709887508,9.926874763578773,0.02963934276322068,0.020938558056226714,4.211511643868077,0.02116129351560056,0.06591562972925544,10.53633941331517,0.06054329835602286,0.009937886626854842,0.0577065610926573
00-0034160,Michael Dickson: 034160,SPEC,2,,,,,,,,,,,,0.18310373417804213
00-0034162,J.K. Scott: 034162,SPEC,1,,,,,,,,,,,,0.04730676504102815
00-0034164,Trenton Cannon: 034164,RB,19,0.07162876505501384,0.6138069070503296,9.911688461578699,0.029665238891688386,0.04846203466047753,4.262708431150152,0.023130984413371095,0.029357944656661514,7.895730537592486,0.042849489556056504,-0.00577446311862417,0.047138695690991994
00-0034169,Marcus Baugh: 034169,TE,1,0.11701075178936232,0.6141767709887513,9.926874763578773,0.029639342763220666,0.028585349010077806,4.21151164386808,0.021161293515600588,0.08116322731519099,10.533252849883773,0.06031832312534303,0.009917939126284346,0.00693404320576704
00-0034171,Jason Cabinda: 034171,RB,17,0.07048605946977135,0.6138069070503296,9.9116884615787,0.029665238891688386,0.04255963762903732,4.266898311889667,0.02317748803538303,0.03139891479078907,7.8525416907176995,0.0429636899697962,-0.005782373879791322,0.02242255133836884
00-0034177,Tim Boyle: 034177,QB,8,0.5248533135122666,0.5623730232741124,10.96354090448253,0.0472744330998659,0.053496146532309406,4.753859126730393,0.029435199970231172,0.007319865462813406,9.784916621681354,0.050020186076653275,-0.018305859480978338,-0.006596074246915495
00-0034184,Gus Edwards: 034184,RB,47,0.0646638481891175,0.6138069070503299,9.911688461578706,0.029665238891688355,0.16761629716118284,4.282047471728012,0.025410230252003313,0.029542249663928394,8.046263139804626,0.04275815575635522,-0.005686379429261442,0.06719915685952578
00-0034192,Nick Keizer: 034192,TE,8,0.07892923217477002,0.6141767709887515,9.926874763578777,0.029639342763220663,0.024072743732494697,4.2115116438680795,0.021161293515600584,0.06860754681694198,10.547105374326087,0.060230266035743454,0.009901021702786955,-0.0017156408002855505
00-0034193,Kevin Rader: 034193,TE,5,0.09001685963798584,0.6141767709887513,9.926874763578773,0.029639342763220666,0.02560238854848521,4.21151164386808,0.021161293515600588,0.07243124228281861,10.520701384056881,0.06028208416801162,0.009907849570446648,0.02773495696788152
00-0034207,Jeff Badet: 034207,WR,1,0.09759547111466466,0.611424008333441,9.943464691845042,0.029653478724908092,0.026045778680184182,4.2919326335476065,0.021687152237646168,0.08895861778497058,12.601511573327045,0.06111091644928302,0.014546463912962037,0.012484237607107481
00-0034208,Mike Boone: 034208,RB,24,0.0666601092950004,0.6138069070503297,9.911688461578697,0.029665238891688383,0.05793436494347336,4.272527134425496,0.02321325184352766,0.033060388919796846,7.921440850653923,0.04275218358679583,-0.00576622733524255,0.0260388372638869
00-0034253,Dontrell Hilliard: 034253,RB,24,0.06946558508686253,0.6138069070503297,9.911688461578697,0.029665238891688383,0.08678123973784516,4.298940013509875,0.023213748278646258,0.04422912455519483,7.815335317279409,0.04315211040033182,-0.00572508889328239,0.05939008888077231
00-0034267,Jaleel Scott: 034267,WR,1,0.10107466665763963,0.611424008333441,9.943464691845042,0.029653478724908092,0.026446785932635875,4.2919326335476065,0.021687152237646168,0.09412710078921631,12.6090065631169,0.06107978939195514,0.014553266262522816,-0.00361079279106968
